College Board Code,School Name,Course Record ID,Course Title,Transcript Abbreviation(s),Course Number(s),Course Length,Subject Area,Discipline,UC Honors Designation,CTE Industry Sector,CTE Pathway,school_code
052891,Canyon Hills High School,NGB6W5,Theatre 7/8,"THEATRE 7,8 (P)","1429,1430",Full Year,Visual & Performing Arts (F),Theater,None,,,357
052891,Canyon Hills High School,AZW4G3,"Theatre: Musical 3,4","THEATRE:MUS 3,4 (P)",1453/1454,Full Year,Visual & Performing Arts (F),Theater,None,,,357
052891,Canyon Hills High School,L5LYRN,"Theatre: Musical 5,6","THEATRE: MUS 5,6 (P)","5555,5556",Full Year,Visual & Performing Arts (F),Theater,None,,,357
052891,Canyon Hills High School,FK4AY8,"Art 1,2","ART 1 (P),ART 2 (P)","0191,0192",Full Year,Visual & Performing Arts (F),Visual Arts,None,,,357
052891,Canyon Hills High School,J7F2DQ,CA - Visual Arts,EDG CA ART,0407,Half Year,Visual & Performing Arts (F),Visual Arts,None,,,357
052891,Canyon Hills High School,EJS8GA,Design in Mixed Media 1-2,"DES MIX MED 1,2 (P)","0244, 0245",Full Year,Visual & Performing Arts (F),Visual Arts,None,,,357
052891,Canyon Hills High School,L2F6P9,"Drawing & Painting 1,2","DRW & PTG 1,2 (P)",0271/0272,Full Year,Visual & Performing Arts (F),Visual Arts,None,,,357
052891,Canyon Hills High School,HG3WKS8,"Graphic Design 1,2","GRAPHIC DES 1,2 (P)","8511, 8512",Full Year,Visual & Performing Arts (F),Visual Arts,None,,,357
052891,Canyon Hills High School,IF6HTP3,"Introduction to Design 1, 2 ","INTR DESIGN 1, 2 (P),INTR DESIGN 1P,INTR DESIGN 2P","3657, 3658,3657,3658",Full Year,Visual & Performing Arts (F),Visual Arts,None,"Arts, Media, and Entertainment","Design, Visual and Media Arts",357
052891,Canyon Hills High School,AW3RK5,Multimedia Production 1/2,"MULTMEDPROD1,2 (P),MULTIMED PROD 1P,MULTIMED PROD 2P","8839, 8840,8839,8840",Full Year,Visual & Performing Arts (F),Visual Arts,None,,,357
052891,Canyon Hills High School,DZ2SRB6,"Multimedia Production 3,4","MULTIMED PROD 3 (P),MULTIMED PROD 4 (P)","8841,8842",Full Year,Visual & Performing Arts (F),Visual Arts,None,"Arts, Media, and Entertainment","Design, Visual and Media Arts",357
052891,Canyon Hills High School,HFM5CJ,Photography 1/2,"PHOTOG 1 P,PHOTOG 2 P,PHOTOG 1,2 (P)","3691,3692,3691, 3692",Full Year,Visual & Performing Arts (F),Visual Arts,None,,,357
052891,Canyon Hills High School,DYJ264,Video Production 1/2,"VIDEO PROD 1P,VIDEO PROD 2P,VIDEO PROD 1,2 (P)","8373,8374,8373, 8374",Full Year,Visual & Performing Arts (F),Visual Arts,None,,,357
052837,Clairemont High School,SFRJW2,Public Speaking 5/6,"PUB SPKG 5(P),PUB SPKG 6(P)","1419,1420",Full Year,College-Preparatory Elective (G),English,None,,,332
052837,Clairemont High School,ADT79H,"ELD with ALD 5,6","ELD/ALD 5,6","1355,1356",Full Year,College-Preparatory Elective (G),English as a Second Language (ESL) / English Language Development (ELD),None,,,332
052837,Clairemont High School,M4X2YK,African American History,"EDG AFR-AMER HISTORY (P),EDG AFR-AMER HISTORYCR (P)","6560,6560R",Half Year,College-Preparatory Elective (G),History / Social Science,None,,,332
052837,Clairemont High School,LET2LY,Economics ,"EDG CA ECON (P),EDG CA ECON CR(P)","6550,6550R",Half Year,College-Preparatory Elective (G),History / Social Science,None,,,332
052837,Clairemont High School,DCSD6Q,"Human Psychology and Sociology 1,2","HUMAN PSYSC1 (P),HUMAN PSYSC2 (P)","1154,1155",Full Year,College-Preparatory Elective (G),History / Social Science,None,,,332
052837,Clairemont High School,FJXLK8,Principles of Economics 1,"PR ECON 1 (P),PR ECON 1 P","6758,6758",Half Year,College-Preparatory Elective (G),History / Social Science,None,,,332
052837,Clairemont High School,L2W4QC,Psychology ,"EDG PSYCH 1,2 (P)","6554,6555",Full Year,College-Preparatory Elective (G),History / Social Science,None,,,332
052837,Clairemont High School,SSAPZL,Sociology ,EDG SOCIOLOGY (P),6557,Half Year,College-Preparatory Elective (G),History / Social Science,None,,,332
052837,Clairemont High School,B2LJXY,World Regional Geography ,EDG WLD REG GEOG (P),6558,Half Year,College-Preparatory Elective (G),History / Social Science,None,,,332
052837,Clairemont High School,C8RQFK,Art History I ,EDG ART HIST I (P),0416,Half Year,College-Preparatory Elective (G),Interdisciplinary,None,,,332
052837,Clairemont High School,QGFYLE,"ASB Leadership 1,2","ASB LEADERSHIP 1,2 (P)","0850, 0851",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,332
052837,Clairemont High School,CLYBTK,AVID 10,"AVID 10 A P,AVID 10 B P,AVID 10 A, B (P)","8209,8210,8209, 8210",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,332
052837,Clairemont High School,MG39WD,AVID 11,"AVID 11 A P,AVID 11 B P,AVID 11 A, B (P)","8227,8228,8227, 8228",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,332
052837,Clairemont High School,BNC7AFP,AVID 12,"AVID 12 A, B (P),AVID 12 A P,AVID 12 B P","8221, 8222,8221,8222",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,332
052837,Clairemont High School,G4SXNH,AVID 9,"AVID 9 A P,AVID 9 B P,AVID 9 A,B (P)","8207,8208,8207, 8208",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,332
052837,Clairemont High School,CNNGQPB,"Broadcast Journalism 1,2","BRDCST JOUR 1,2 (P)","8432,8433",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,332
052837,Clairemont High School,PLJF97,"Business and Financial Markets 1,2","BUS & FIN MKT 1,2 (P)","8609, 8610",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,332
052837,Clairemont High School,EQCJ5H,CA-Contemporary Health,EDG CA Health (P),2562,Half Year,College-Preparatory Elective (G),Interdisciplinary,None,,,332
052837,Clairemont High School,R6RB72,Career Pathway Internship,"CAREER INTERNSHIP 1,2 (P)","0833,0834",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,332
052837,Clairemont High School,ZD2LJ5,"Empowering Entrepreneurs 1,2","EMP ENTRP 1,2 (P)","0587, 0588",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,"Marketing, Sales, and Service",Entrepreneurship and Self-Employment,332
052837,Clairemont High School,N2BHRW,"Empowering Entrepreneurs 1,2 Honors","EMP ENTRP 1 HNRS (HP),EMP ENTRP 2 HNRS (HP)","0667,0668",Full Year,College-Preparatory Elective (G),Interdisciplinary,Honors,"Marketing, Sales, and Service",Entrepreneurship and Self-Employment,332
052837,Clairemont High School,AAA5ED4,"Game Design 1,2","GAME DESIGN 1(P),GAME DESIGN 2(P),GAME DESIGN 1P,GAME DESIGN 2P","4473,4474,4473,4474",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,Information and Communication Technologies,Games and Simulation,332
052837,Clairemont High School,JDMJ83,Introduction to Coding,EDG INTR CODING (P),3689,Half Year,College-Preparatory Elective (G),Interdisciplinary,None,,,332
052837,Clairemont High School,CWE6RD,Personal Finance,EDG PERSONAL FINANCE (P),6720,Half Year,College-Preparatory Elective (G),Interdisciplinary,None,,,332
052837,Clairemont High School,GMSCLP,"STEM Automotive Technology 1,2","STEM AUTO TECH 1,2 (P)","8300, 8310",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,Transportation,"Systems, Diagnostics, Service, and Repair",332
052837,Clairemont High School,ZR4BX3,"Understanding My Ride - STEM Automotive 1,2","STEM AUTOMOTIVE 1, 2 (P)","8100, 8200",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,Transportation,"Systems, Diagnostics, Service, and Repair",332
052837,Clairemont High School,PTKB3G,Yearbook,PUBL/YRBK 9-12 (P),8421,Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,332
052837,Clairemont High School,ANCZ256,"Advanced Accounting 1,2",ADV ACCOUNTING 1/2 (P),"8603,8604",Full Year,College-Preparatory Elective (G),Mathematics,None,Finance and Business,Financial Services,332
052837,Clairemont High School,R9MHLW,"Advanced Accounting 1,2 Honors","ADV ACCOUNT 1 HNRS(HP),ADV ACCOUNT 2 HNRS(HP)","4683,4684",Full Year,College-Preparatory Elective (G),Mathematics,Honors,Finance and Business,Financial Services,332
052837,Clairemont High School,GKPD7F,Financial Math,FINANCIAL MATH 1-2 (P),"0760,0762",Full Year,College-Preparatory Elective (G),Mathematics,None,,,332
052837,Clairemont High School,DM8HK5,"Science Research Techniques 1,2","SCI RS TCH 2(P),SCI RS TCH 1(P)","6432,6431",Full Year,College-Preparatory Elective (G),Science – Physical Sciences,None,,,332
052837,Clairemont High School,NEBHYQ,"Broadcast Journalism 3,4","BRDCST JOUR 3,4 (P)","8434,8435",Full Year,College-Preparatory Elective (G),Visual & Performing Arts,None,"Arts, Media, and Entertainment",Production and Managerial Arts,332
052837,Clairemont High School,HJFXYD,"Sports Broadcasting 1,2","SPORTS BRDCST 1,2 (P)","2605,2606",Full Year,College-Preparatory Elective (G),Visual & Performing Arts,None,"Arts, Media, and Entertainment",Production and Managerial Arts,332
052837,Clairemont High School,LH8K29,"Sports Broadcasting 1,2 Honors","SPORTS BRDCST 1,2 HRS (HP)","2607,2608",Full Year,College-Preparatory Elective (G),Visual & Performing Arts,Honors,"Arts, Media, and Entertainment",Production and Managerial Arts,332
052837,Clairemont High School,BND2K8,"American Literature 1,2","AMERICAN LITERATURE 1, 2/AM LIT 1,2(P),AM LIT 1 P,AM LIT 2 P","1583, 1584,1583,1584",Full Year,English (B),English,None,,,332
052837,Clairemont High School,RAGC5M,AP English Language and Composition,"English Lang/Comp 1,2 AP / ENGLGCP1,2AP (HP)","1655, 1656",Full Year,English (B),English,AP,,,332
052837,Clairemont High School,PSC4ZX,AP English Literature and Composition,"ENGLITCP1,2AP (HP)","1653, 1654",Full Year,English (B),English,AP,,,332
052837,Clairemont High School,NSG2MZ,CSU Expository Reading and Writing,"ERWC 1,2 (P)","1698, 1699",Full Year,English (B),English,None,,,332
052837,Clairemont High School,NCMG56,"English 1,2","ENGLISH 1 P,ENGLISH 2 P,ENGLISH 1,2 (P),ENGLISH 1,2 SM (P),ENGLISH 1,2 CL (P)","1540,1541,1540,1541,1540S,1541S,1540C,1541C",Full Year,English (B),English,None,,,332
052837,Clairemont High School,C9R7T5,"English 3,4 Advanced","ENG 3,4 ADV (P),ENG 3,4 ADV SM(P),ENG 3 ADV P,ENG 4 ADV P","1572, 1573,1572S, 1573S,1572,1573",Full Year,English (B),English,None,,,332
052837,Clairemont High School,BYZW8L,English Language Arts 10,"EDG CC ELA 10TH 1 P,EDG CC ELA 10TH 2 P,EDG CC ELA 10TH 1,2 (P),EDG CC ELA 10TH 1,2 CR (P)","1897,1898,1897, 1898,1897R, 1898R",Full Year,English (B),English,None,,,332
052837,Clairemont High School,XPK8RY,English Language Arts 11 ,"EDG CC ELA 11TH 1 P,EDG CC ELA 11TH 2 P,EDG CC ELA 11TH 1,2 (P),EDG CC ELA 11TH 1,2 CR (P)","1924,1925,1924, 1925,1924R, 1925R",Full Year,English (B),English,None,,,332
052837,Clairemont High School,T3SY6N,English Language Arts 12 ,"EDG CC ELA 12TH 1,2 (P),EDG CC ELA 12TH 1,2 CR (P)","1926, 1927,1926R, 1927R",Full Year,English (B),English,None,,,332
052837,Clairemont High School,P54QHP,English Language Arts 9 ,"EDG CALIFORNIA ELA 9TH 1,2 (P),EDG CALIFORNIA ELA 9TH 1,2 CR (P)","1895, 1896,1895R, 1896R",Full Year,English (B),English,None,,,332
052837,Clairemont High School,DCABCL5,"Honors American Literature 1,2 (H)","AM LT 1,2 HRS(HP)","1589, 1590",Full Year,English (B),English,Honors,,,332
052837,Clairemont High School,BNM7EZB,"ELD 5,6","ELD 5,6 (P)",1579/1580,Full Year,English (B),English as a Second Language (ESL) / English Language Development (ELD),None,,,332
052837,Clairemont High School,C76ELN,Government 1,"GOVERNMENT 1/GOVERNMENT1 (P),GOVERNMENT 1P","6757,6757",Half Year,History / Social Science (A),Civics / American Government,None,,,332
052837,Clairemont High School,XE5PDT,Principles of American Democracy ,"EDG CA PR/AM/DEMOC (P),EDG CA PR/AM/DEMOC CR (P),EDG CA PRAMDEMOCP,EDG CA PRAMDEMOC CRP","6717,6717R,6717,6717R",Half Year,History / Social Science (A),Civics / American Government,None,,,332
052837,Clairemont High School,K932NS,"Honors U.S. History & Geography 1,2 (H)","USH&GE2HR (HP),USH&GE1HR (HP),USH&GE1HR  HP,USH&GE2 HR HP","6712,6711,6711,6712",Full Year,History / Social Science (A),U.S. History,Honors,,,332
052837,Clairemont High School,Z327RH,Identity and Agency in US History,"IDENT/AGCY US HIST 1,2 (P)","6579, 6580",Full Year,History / Social Science (A),U.S. History,None,,,332
052837,Clairemont High School,E4RM28,Identity and Agency in US History Honors,"IDENT/AGCY US HIST 1, 2 HRS (HP)","6589,6590",Full Year,History / Social Science (A),U.S. History,Honors,,,332
052837,Clairemont High School,HSP6JK,U.S. History and Geography ,"EDG CA US HIST/GEOG 1,2 (P),EDG CA US HIST/GEOG 1,2 CR (P),EDG CA US HISTGEOG 1P (P),EDG CA US HISTGEOG 2P (P)","6709, 6710,6709R, 6710R,6709,6710",Full Year,History / Social Science (A),U.S. History,None,,,332
052837,Clairemont High School,TRANDZ,"Modern World History & Geography 1,2","MD WD HST/G1,2 (P),MD WD HSTG1P,MD WD HSTG2P","6605, 6606,6605,6606",Full Year,History / Social Science (A),World History / Cultures / Historical Geography,None,,,332
052837,Clairemont High School,C6FK7H,"Power and Identity Around the World 1, 2","IDENT PWR ARND WLD 1, 2 (P)","6945, 6946",Full Year,History / Social Science (A),World History / Cultures / Historical Geography,None,,,332
052837,Clairemont High School,ZFRTAN,"World History, Culture, and Geography ","EDG CA WLD HIST 1P,EDG CA WLD HIST 2P,EDG CA WLD HIST 1,2 (P),EDG CA WLD HIST 1,2 CR (P)","6707,6708,6707, 6708,6707R, 6708R",Full Year,History / Social Science (A),World History / Cultures / Historical Geography,None,,,332
052837,Clairemont High School,K5RCQB,French I ,"EDG FRN I A,B (P),EDG FRN I A P,EDG FRN I B P,EDG FRN I A CR (P),EDG FRN I B CR (P)","4771, 4772,4771,4772,4771R,4772R",Full Year,Language Other than English (E),LOTE Level 1,None,,,332
052837,Clairemont High School,PSZ5AL,"Spanish 1,2","SPN 1-2 (P),SPN 1P,SPN 2P","2321/2322,2321,2322",Full Year,Language Other than English (E),LOTE Level 1,None,,,332
052837,Clairemont High School,ZXCSTJ,Spanish I ,"EDG SPN I A, B (P),EDG SPN I A CR (P),EDG SPN I B CR (P),EDG SPN I A P,EDG SPN I B P","4715, 4716,4715R,4716R,4715,4716",Full Year,Language Other than English (E),LOTE Level 1,None,,,332
052837,Clairemont High School,B5MR84,French II ,"EDG FRN II A, B (P),EDG FRN II A P,EDG FRN II B P,EDG FRN II A CR (P),EDG FRN II B CR (P)","4773, 4774,4773,4774,4773R,4774R",Full Year,Language Other than English (E),LOTE Level 2,None,,,332
052837,Clairemont High School,JP4ZBR,Spanish 3-4,"SPN 3-4 (P),SPN 3P,SPN 4P","2323/2324,2323,2324",Full Year,Language Other than English (E),LOTE Level 2,None,,,332
052837,Clairemont High School,RGL5D7,Spanish II ,"EDG SPN II A P,EDG SPN II B P,EDG SPN II A CR (P),EDG SPN II B CR (P)","4717,4718,4717R,4718R",Full Year,Language Other than English (E),LOTE Level 2,None,,,332
052837,Clairemont High School,RWRTKX,French III ,"EDG FRN III A, B (P),EDG FRN III A CR (P),EDG FRN III B CR (P),EDG FRN III A P,EDG FRN III B P","4775, 4776,4775R,4776R,4775,4776",Full Year,Language Other than English (E),LOTE Level 3,None,,,332
052837,Clairemont High School,AE26TR,Spanish 5-6,"SPN 5P,SPN 5,6 (P),SPN 6P","2325,2325,2326,2326",Full Year,Language Other than English (E),LOTE Level 3,None,,,332
052837,Clairemont High School,C9WRBA,Spanish III ,"EDG SPN III A, B (P),EDG SPN III A CR (P),EDG SPN III B CR (P),EDG SPN III A P,EDG SPN III B P","4722, 4723,4722R,4723R,4722,4723",Full Year,Language Other than English (E),LOTE Level 3,None,,,332
052837,Clairemont High School,YWC6AH,AP Spanish Language and Culture,"EDG AP SPAN LANG 1-2 (HP),EDG SPN LNG 1,2 AP (HP)","4736, 4737,4736, 4737",Full Year,Language Other than English (E),LOTE Level 4+,AP,,,332
052837,Clairemont High School,EJY9NW,AP Calculus AB,"CALC AB 1,2 AP (HP)","4189,4190",Full Year,Mathematics (C),Calculus,AP,,,332
052837,Clairemont High School,MHCGTE,Integrated Math I A-B,INTEG MATH I A-B (P),4157-4158,Full Year,Mathematics (C),Mathematics I,None,,,332
052837,Clairemont High School,B2R9EK,Mathematics I,"EDG MATHEMATICS I A-B (P),EDG MATHEMATICS I A-B CR (P),EDG MATHEMATICS I AP,EDG MATHEMATICS I BP","4742, 4743,4742R, 4743R,4742,4743",Full Year,Mathematics (C),Mathematics I,None,,,332
052837,Clairemont High School,DAXKJL,Integrated Math II A-B,INTEG MATH II A-B (P),4159-4160,Full Year,Mathematics (C),Mathematics II,None,,,332
052837,Clairemont High School,A7LRQ2,Mathematics II,"EDG MATHEMATICS II A-B (P),EDG MATHEMATICS II A-B CR (P),EDG MATHEMATICS II AP,EDG MATHEMATICS II BP","4744, 4745,4744R, 4745R,4744,4745",Full Year,Mathematics (C),Mathematics II,None,,,332
052837,Clairemont High School,C4XNHL,Integrated Math III A-B,"INT MATH III A-B,INTG MATH III AP,INTG MATH III BP","4163, 4164,4163,4164",Full Year,Mathematics (C),Mathematics III,None,,,332
052837,Clairemont High School,X95AQH,Mathematics III,"EDG MATHEMATICS III A-B (P),EDG MATHEMATICS III A-B CR (P),EDG MATHEMATICS III AP,EDG MATHEMATICS III BP","4746, 4747,4746R, 4747R,4746,4747",Full Year,Mathematics (C),Mathematics III,None,,,332
052837,Clairemont High School,BGQP6M,Precalculus 1-2 Honors,"PRCAL1-2 HR (HP),PRCAL1 HR  HP,PRCAL2 HR  HP","4181, 4182,4181,4182",Full Year,Mathematics (C),Other Advanced Mathematics,Honors,,,332
052837,Clairemont High School,SCF9WD,Pre-Calculus ,"EDG CC PRECAL 1-2 CR (P),EDG CC PRECAL 1-2 (P)","4263R, 4264R,4263-4264",Full Year,Mathematics (C),Pre-Calculus,None,,,332
052837,Clairemont High School,DJP6RKZ,AP Statistics,"STATS 1,2 AP (HP)",4055/4056,Full Year,Mathematics (C),Statistics,AP,,,332
052837,Clairemont High School,DDG7BPD,AP Biology,"BIO 1,2 AP (HP)","6191, 6192",Full Year,Science (D),Biology / Life Sciences,AP,,,332
052837,Clairemont High School,MG5SM8,"Biology 1,2","BIOLOGY 1(P),BIOLOGY 2(P),BIOLOGY 1P,BIOLOGY 2P","6111,6112,6111,6112",Full Year,Science (D),Biology / Life Sciences,None,,,332
052837,Clairemont High School,XD5JGT,Honors  PLTW Medical Interventions,"HNRS PLTW MED INTERV 1,2 (HP)","8339, 8340",Full Year,Science (D),Biology / Life Sciences,Honors,Health Science and Medical Technology,Biotechnology,332
052837,Clairemont High School,FC2AQK,Honors PLTW  Principles of Biomedical Science,"HNRS PLTW PR BIOMED SC1,2 (HP)","3301, 3302",Full Year,Science (D),Biology / Life Sciences,Honors,Health Science and Medical Technology,Biotechnology,332
052837,Clairemont High School,HPASMH,Honors PLTW Human Body Systems,"HNRS PLTW HUM BODY SYS1,2 (HP)","3303, 3304",Full Year,Science (D),Biology / Life Sciences,Honors,Health Science and Medical Technology,Biotechnology,332
052837,Clairemont High School,EENP5A,PLTW Medical Interventions,"MED INTERVEN 1,2 (P)","8265,8266",Full Year,Science (D),Biology / Life Sciences,None,,,332
052837,Clairemont High School,FJ3HGN,"Sports Medicine 1,2 Honors","SPORTS MED1 HNRS(HP),SPORTS MED2 HNRS(HP)","2601,2602",Full Year,Science (D),Biology / Life Sciences,Honors,Health Science and Medical Technology,Patient Care,332
052837,Clairemont High School,D57XH8,Biology: The Living Earth,"BIO LIVING EARTH1,2 (P)","6238,6239",Full Year,Science (D),Biology/Earth & Space Sciences,None,,,332
052837,Clairemont High School,C2NLDT,The Living Earth with Labs,"EDG LIVEARTH W/LABS1,2 (P),EDG LIVEARTH WLABS1,2CR (P)","6253, 6254,6253R, 6254R",Full Year,Science (D),Biology/Earth & Space Sciences,None,,,332
052837,Clairemont High School,NHXRBT,Chemistry 1/2,"Chemistry 1,2 / CHEMISTRY 1,2(P),CHEMISTRY 1P,CHEMISTRY 2P","6211, 6212,6211,6212",Full Year,Science (D),Chemistry,None,,,332
052837,Clairemont High School,CEAFCD,Chemistry in the Earth System,"CHEM EARTH SYS1,2 (P)","6248,6249",Full Year,Science (D),Chemistry/Earth & Space Sciences,None,,,332
052837,Clairemont High School,JDYJEX,Chemistry in the Earth System with Labs,"EDG CHEM ES W/LABS 1,2 (P),EDG CHEM ES WLABS 1,2 CR (P)","6251, 6252,6251R, 6152R",Full Year,Science (D),Chemistry/Earth & Space Sciences,None,,,332
